,id_x,object_id_x,degree_type,subject,institution,graduated_at,object_id_numeric,id_y,funding_round_id,object_id_y,funded_at,funding_round_type,funding_round_code,raised_amount_usd,pre_money_valuation_usd,post_money_valuation_usd,participants,is_first_round,is_last_round
0,6,p:1017,BS,Computer Science,Northeastern University,1988-01-01,1017,411,411,c:1017,2007-01-01,venture,unattributed,0.0,0.0,0.0,0,1,1
1,7,p:6176,BS,Computer Science,Rochester Institute of Technology,2002-01-01,6176,2486,2486,c:6176,,series-a,a,0.0,0.0,0.0,0,0,0
2,8,p:5412,MS,Politics,University of Cambridge,2002-01-01,5412,4799,4799,c:5412,2008-05-01,angel,seed,500000.0,0.0,0.0,1,1,1
3,13,p:2351,LLB,Law,University of Toronto School of Law,1993-01-01,2351,1550,1550,c:2351,2007-01-01,angel,angel,1400000.0,0.0,0.0,0,0,0
4,13,p:2351,LLB,Law,University of Toronto School of Law,1993-01-01,2351,1551,1551,c:2351,2007-03-01,series-a,angel,1800000.0,0.0,0.0,0,0,0
5,13,p:2351,LLB,Law,University of Toronto School of Law,1993-01-01,2351,2128,2128,c:2351,2008-04-29,series-a,a,2800000.0,0.0,0.0,4,0,0
6,13,p:2351,LLB,Law,University of Toronto School of Law,1993-01-01,2351,6915,6915,c:2351,2009-06-15,venture,unattributed,1000000.0,0.0,0.0,0,0,0
7,13,p:2351,LLB,Law,University of Toronto School of Law,1993-01-01,2351,8258,8258,c:2351,2009-08-27,venture,unattributed,5000000.0,0.0,0.0,3,0,0
8,13,p:2351,LLB,Law,University of Toronto School of Law,1993-01-01,2351,12452,12452,c:2351,2010-02-26,series-c+,e,9500000.0,0.0,0.0,2,1,0
9,13,p:2351,LLB,Law,University of Toronto School of Law,1993-01-01,2351,13778,13778,c:2351,2006-05-04,series-a,a,3400000.0,0.0,0.0,3,0,1
10,14,p:2351,BA,Economics,Princeton University,1990-01-01,2351,1550,1550,c:2351,2007-01-01,angel,angel,1400000.0,0.0,0.0,0,0,0
11,14,p:2351,BA,Economics,Princeton University,1990-01-01,2351,1551,1551,c:2351,2007-03-01,series-a,angel,1800000.0,0.0,0.0,0,0,0
12,14,p:2351,BA,Economics,Princeton University,1990-01-01,2351,2128,2128,c:2351,2008-04-29,series-a,a,2800000.0,0.0,0.0,4,0,0
13,14,p:2351,BA,Economics,Princeton University,1990-01-01,2351,6915,6915,c:2351,2009-06-15,venture,unattributed,1000000.0,0.0,0.0,0,0,0
14,14,p:2351,BA,Economics,Princeton University,1990-01-01,2351,8258,8258,c:2351,2009-08-27,venture,unattributed,5000000.0,0.0,0.0,3,0,0
15,14,p:2351,BA,Economics,Princeton University,1990-01-01,2351,12452,12452,c:2351,2010-02-26,series-c+,e,9500000.0,0.0,0.0,2,1,0
16,14,p:2351,BA,Economics,Princeton University,1990-01-01,2351,13778,13778,c:2351,2006-05-04,series-a,a,3400000.0,0.0,0.0,3,0,1
17,20,p:1017,MBA,"Entrepreneurship, Finance",Babson College,1995-01-01,1017,411,411,c:1017,2007-01-01,venture,unattributed,0.0,0.0,0.0,0,1,1
18,23,p:174,BA,Political Science,Yale University,2005-01-01,174,156,156,c:174,2006-11-01,angel,seed,250000.0,0.0,0.0,1,0,1
19,23,p:174,BA,Political Science,Yale University,2005-01-01,174,2464,2464,c:174,2008-06-02,series-a,a,1300000.0,0.0,0.0,1,0,0
20,23,p:174,BA,Political Science,Yale University,2005-01-01,174,5921,5921,c:174,2008-12-01,series-a,a,1500000.0,0.0,0.0,13,0,0
21,23,p:174,BA,Political Science,Yale University,2005-01-01,174,9374,9374,c:174,2009-11-04,series-c+,c,6500000.0,0.0,0.0,1,0,0
22,23,p:174,BA,Political Science,Yale University,2005-01-01,174,57258,57258,c:174,2013-01-01,other,secondary_market,0.0,0.0,0.0,1,0,0
23,23,p:174,BA,Political Science,Yale University,2005-01-01,174,57259,57259,c:174,2012-01-01,other,secondary_market,0.0,0.0,0.0,1,0,0
24,32,p:179,BS,Engineering,West Point,2000-01-01,179,158,158,c:179,2004-12-01,series-b,b,10000000.0,0.0,0.0,1,1,0
25,32,p:179,BS,Engineering,West Point,2000-01-01,179,159,159,c:179,2002-12-01,series-a,a,6000000.0,0.0,0.0,1,0,1
26,35,p:6614,BS,Psychology,University of Texas,1998-01-01,6614,8032,8032,c:6614,2009-08-18,series-b,b,7200000.0,0.0,0.0,2,1,1
27,36,p:6614,BS,criminal jusitce,University of Texas,1998-01-01,6614,8032,8032,c:6614,2009-08-18,series-b,b,7200000.0,0.0,0.0,2,1,1
28,38,p:6263,BS,Administration in Management/Marketing,Long Island University,2003-01-01,6263,2580,2580,c:6263,2007-06-03,series-a,a,7000000.0,0.0,0.0,1,0,1
29,38,p:6263,BS,Administration in Management/Marketing,Long Island University,2003-01-01,6263,32145,32145,c:6263,2012-08-24,venture,unattributed,13000000.0,0.0,0.0,0,0,0
30,56,p:2279,BA,ISF,"University of California, Berkeley",1997-01-01,2279,1538,1538,c:2279,2007-02-01,series-a,a,1000000.0,0.0,0.0,6,1,1
31,61,p:1434,BS,Computer Science,UNC - Chapel Hill,2004-01-01,1434,1032,1032,c:1434,2004-12-01,series-a,a,5000000.0,0.0,0.0,1,0,1
32,61,p:1434,BS,Computer Science,UNC - Chapel Hill,2004-01-01,1434,1033,1033,c:1434,2006-01-01,series-b,b,10000000.0,0.0,0.0,1,0,0
33,68,p:3024,BS,Software Engineering,Auburn University,2004-01-01,3024,9999,9999,c:3024,2009-12-07,series-a,a,3250000.0,0.0,0.0,3,0,1
34,68,p:3024,BS,Software Engineering,Auburn University,2004-01-01,3024,24585,24585,c:3024,2011-08-02,series-b,b,15500000.0,0.0,0.0,1,0,0
35,78,p:6944,BA,"History, French, Political Science",Middlebury College,1986-01-01,6944,2707,2707,c:6944,2007-01-01,angel,angel,800000.0,0.0,0.0,0,0,1
36,78,p:6944,BA,"History, French, Political Science",Middlebury College,1986-01-01,6944,34333,34333,c:6944,2012-12-13,venture,unattributed,8300000.0,0.0,0.0,1,1,0
37,83,p:4304,BA,Computer Science,"University of California, Berkeley",1985-01-01,4304,51878,51878,c:4304,2005-08-01,series-b,b,10000000.0,0.0,0.0,1,0,1
38,83,p:4304,BA,Computer Science,"University of California, Berkeley",1985-01-01,4304,51879,51879,c:4304,2007-05-14,series-c+,c,10000000.0,0.0,0.0,2,0,0
39,83,p:4304,BA,Computer Science,"University of California, Berkeley",1985-01-01,4304,51880,51880,c:4304,2009-07-23,venture,unattributed,5500000.0,0.0,0.0,0,1,0
40,84,p:3770,BA,"math, physics",University of Chicago,2005-01-01,3770,1920,1920,c:3770,2006-12-01,series-a,angel,1500000.0,0.0,0.0,12,0,1
41,84,p:3770,BA,"math, physics",University of Chicago,2005-01-01,3770,1921,1921,c:3770,2008-04-02,series-a,a,5000000.0,0.0,0.0,2,1,0
42,100,p:938,BS,Computer Science,Universidad Catolica del Uruguay,2006-01-01,938,680,680,c:938,2006-09-01,series-a,a,5100000.0,0.0,0.0,3,0,0
43,100,p:938,BS,Computer Science,Universidad Catolica del Uruguay,2006-01-01,938,2155,2155,c:938,2008-04-30,series-b,b,12000000.0,0.0,0.0,4,1,0
44,100,p:938,BS,Computer Science,Universidad Catolica del Uruguay,2006-01-01,938,15145,15145,c:938,2006-02-19,venture,unattributed,500000.0,0.0,0.0,1,0,1
45,134,p:2755,MBA,,London Business School,2005-01-01,2755,2065,2065,c:2755,2008-04-16,series-a,a,7000000.0,0.0,0.0,1,1,1
46,196,p:7429,BA,,Wellesley College,1976-01-01,7429,2782,2782,c:7429,2007-10-01,series-a,a,0.0,0.0,0.0,1,1,1
47,240,p:432,BA,Philosophy,University of Victoria,1996-01-01,432,349,349,c:432,2007-07-01,series-a,a,0.0,0.0,0.0,2,1,1
48,241,p:432,MPHIL,Philosophy,University of Cambridge,1998-01-01,432,349,349,c:432,2007-07-01,series-a,a,0.0,0.0,0.0,2,1,1
49,251,p:7553,BA,"Economics, Political Science",Stanford University,1986-01-01,7553,3903,3903,c:7553,2008-11-01,venture,unattributed,0.0,0.0,0.0,3,0,1
50,251,p:7553,BA,"Economics, Political Science",Stanford University,1986-01-01,7553,8781,8781,c:7553,2009-08-20,angel,angel,0.0,0.0,0.0,2,0,0
51,251,p:7553,BA,"Economics, Political Science",Stanford University,1986-01-01,7553,20225,20225,c:7553,2010-11-01,series-a,a,3800000.0,0.0,0.0,2,1,0
52,252,p:7553,MBA,,Stanford University,1992-01-01,7553,3903,3903,c:7553,2008-11-01,venture,unattributed,0.0,0.0,0.0,3,0,1
53,252,p:7553,MBA,,Stanford University,1992-01-01,7553,8781,8781,c:7553,2009-08-20,angel,angel,0.0,0.0,0.0,2,0,0
54,252,p:7553,MBA,,Stanford University,1992-01-01,7553,20225,20225,c:7553,2010-11-01,series-a,a,3800000.0,0.0,0.0,2,1,0
55,259,p:7554,BBA,"Finance, Economics, Organizational Psychology",University of Michigan,1987-01-01,7554,44277,44277,c:7554,2012-07-30,other,debt_round,250000.0,0.0,0.0,0,0,1
56,259,p:7554,BBA,"Finance, Economics, Organizational Psychology",University of Michigan,1987-01-01,7554,54972,54972,c:7554,2013-11-14,series-a,a,300000.0,0.0,0.0,0,1,0
57,260,p:7554,MBA,"Finance, Accounting, Strategy",Columbia University,1993-01-01,7554,44277,44277,c:7554,2012-07-30,other,debt_round,250000.0,0.0,0.0,0,0,1
58,260,p:7554,MBA,"Finance, Accounting, Strategy",Columbia University,1993-01-01,7554,54972,54972,c:7554,2013-11-14,series-a,a,300000.0,0.0,0.0,0,1,0
59,267,p:2715,BS,Computer Science,Stanford University,2002-01-01,2715,38164,38164,c:2715,2013-05-23,series-b,b,0.0,0.0,13000000.0,1,1,1
60,268,p:2715,MS,Computer Science,Stanford University,2003-01-01,2715,38164,38164,c:2715,2013-05-23,series-b,b,0.0,0.0,13000000.0,1,1,1
61,269,p:640,MS,Computer Science,Case Western Reserve University,1998-01-01,640,683,683,c:640,2007-10-02,angel,angel,0.0,0.0,0.0,2,0,1
62,269,p:640,MS,Computer Science,Case Western Reserve University,1998-01-01,640,3443,3443,c:640,2008-09-16,series-a,a,2100000.0,0.0,0.0,4,0,0
63,269,p:640,MS,Computer Science,Case Western Reserve University,1998-01-01,640,25141,25141,c:640,2011-09-02,venture,unattributed,580000.0,0.0,0.0,0,0,0
64,269,p:640,MS,Computer Science,Case Western Reserve University,1998-01-01,640,32976,32976,c:640,2012-10-03,venture,unattributed,1500000.0,0.0,0.0,1,1,0
65,269,p:640,MS,Computer Science,Case Western Reserve University,1998-01-01,640,48784,48784,c:640,2011-08-23,venture,partial,1118500.0,0.0,0.0,0,0,0
66,271,p:7261,PhD,"Computer Science, Computation and Design",Massachusetts Institute of Technology (MIT),2002-01-01,7261,29129,29129,c:7261,2012-04-04,other,grant,70000.0,0.0,0.0,0,1,1
67,275,p:7738,BS,Mathematical Economics,Wake Forest University,2006-01-01,7738,2832,2832,c:7738,,angel,seed,200000.0,0.0,0.0,0,0,0
68,315,p:1709,BA,Political Science,Stanford University,1991-01-01,1709,1280,1280,c:1709,2006-11-01,angel,angel,475000.0,0.0,0.0,0,1,1
69,316,p:1709,JD,,Harvard Law School,1994-01-01,1709,1280,1280,c:1709,2006-11-01,angel,angel,475000.0,0.0,0.0,0,1,1
70,319,p:169,BS,Computer Science,University of Illinois at Urbana-Champaign,2004-01-01,169,145,145,c:169,2006-09-01,series-a,a,0.0,0.0,0.0,2,0,1
71,319,p:169,BS,Computer Science,University of Illinois at Urbana-Champaign,2004-01-01,169,9862,9862,c:169,2009-12-01,series-b,b,7000000.0,0.0,0.0,3,1,0
72,320,p:2976,MBA,Business,Stanford University,2005-01-01,2976,15896,15896,c:2976,2006-02-22,venture,unattributed,6490000.0,0.0,0.0,1,1,1
73,321,p:2976,M.Eng & BS,Computer Science,Massachusetts Institute of Technology (MIT),1999-01-01,2976,15896,15896,c:2976,2006-02-22,venture,unattributed,6490000.0,0.0,0.0,1,1,1
74,322,p:518,BA,,Duke University,1974-01-01,518,397,397,c:518,2005-07-01,series-a,a,8900000.0,0.0,0.0,2,0,1
75,322,p:518,BA,,Duke University,1974-01-01,518,706,706,c:518,2006-09-01,series-b,b,15000000.0,0.0,0.0,1,0,0
76,322,p:518,BA,,Duke University,1974-01-01,518,2871,2871,c:518,2008-07-09,series-c+,c,15000000.0,0.0,0.0,5,0,0
77,322,p:518,BA,,Duke University,1974-01-01,518,28674,28674,c:518,2012-03-07,other,debt_round,10000000.0,0.0,0.0,1,1,0
78,323,p:518,MBA,,Stanford University Graduate School of Business,1982-01-01,518,397,397,c:518,2005-07-01,series-a,a,8900000.0,0.0,0.0,2,0,1
79,323,p:518,MBA,,Stanford University Graduate School of Business,1982-01-01,518,706,706,c:518,2006-09-01,series-b,b,15000000.0,0.0,0.0,1,0,0
80,323,p:518,MBA,,Stanford University Graduate School of Business,1982-01-01,518,2871,2871,c:518,2008-07-09,series-c+,c,15000000.0,0.0,0.0,5,0,0
81,323,p:518,MBA,,Stanford University Graduate School of Business,1982-01-01,518,28674,28674,c:518,2012-03-07,other,debt_round,10000000.0,0.0,0.0,1,1,0
82,326,p:662,BA,Sociology & British Government and Politics,University of Kent (UK),1976-01-01,662,525,525,c:662,2007-05-08,series-a,a,1360000.0,0.0,0.0,3,0,1
83,326,p:662,BA,Sociology & British Government and Politics,University of Kent (UK),1976-01-01,662,3585,3585,c:662,2008-10-03,series-b,b,5000000.0,0.0,0.0,3,1,0
84,328,p:706,BS,Physics,University of Durham,2004-01-01,706,1653,1653,c:706,2008-02-01,series-a,a,4050000.0,0.0,0.0,2,0,1
85,328,p:706,BS,Physics,University of Durham,2004-01-01,706,13607,13607,c:706,2010-03-25,venture,unattributed,750000.0,0.0,0.0,1,1,0
86,346,p:7809,BS,Computer Science,University of Illinois at Urbana-Champaign,2005-01-01,7809,2841,2841,c:7809,2008-07-31,series-a,a,4700000.0,0.0,0.0,1,0,1
87,346,p:7809,BS,Computer Science,University of Illinois at Urbana-Champaign,2005-01-01,7809,5848,5848,c:7809,2009-05-07,series-b,b,5922326.0,0.0,0.0,3,0,0
88,346,p:7809,BS,Computer Science,University of Illinois at Urbana-Champaign,2005-01-01,7809,25479,25479,c:7809,2011-09-19,venture,unattributed,14000000.0,0.0,0.0,4,0,0
89,353,p:2294,Electrical Engineering,B.A.Sc,University of Toronto,2007-01-01,2294,1542,1542,c:2294,2008-02-01,series-a,a,3000000.0,0.0,0.0,2,0,1
90,353,p:2294,Electrical Engineering,B.A.Sc,University of Toronto,2007-01-01,2294,3144,3144,c:2294,2008-08-05,series-b,b,3500000.0,0.0,0.0,2,0,0
91,353,p:2294,Electrical Engineering,B.A.Sc,University of Toronto,2007-01-01,2294,53816,53816,c:2294,2013-11-04,other,debt_round,129950.0,0.0,0.0,0,1,0
92,369,p:8256,BTECH,Computer Engineering,Aligarh Muslim University,1996-01-01,8256,7576,7576,c:8256,2009-07-20,venture,unattributed,3000000.0,0.0,0.0,3,1,1
93,370,p:8256,MA,Journalism,Indiana University,1989-01-01,8256,7576,7576,c:8256,2009-07-20,venture,unattributed,3000000.0,0.0,0.0,3,1,1
94,373,p:2550,BS,Industrial Engineering,Stanford University,1989-01-01,2550,1602,1602,c:2550,2008-01-23,series-b,b,12000000.0,0.0,0.0,3,1,0
95,373,p:2550,BS,Industrial Engineering,Stanford University,1989-01-01,2550,1603,1603,c:2550,2006-06-01,series-a,a,5000000.0,0.0,0.0,2,0,0
96,373,p:2550,BS,Industrial Engineering,Stanford University,1989-01-01,2550,1604,1604,c:2550,2005-01-01,angel,seed,600000.0,0.0,0.0,1,0,1
97,408,p:8609,BA,BA,Allegheny College,1989-01-01,8609,17036,17036,c:8609,2004-12-01,series-a,a,0.0,0.0,0.0,1,0,1
98,408,p:8609,BA,BA,Allegheny College,1989-01-01,8609,17037,17037,c:8609,2005-08-01,series-b,b,0.0,0.0,0.0,2,1,0
99,409,p:8609,MBA,MBA,Boston University,1981-01-01,8609,17036,17036,c:8609,2004-12-01,series-a,a,0.0,0.0,0.0,1,0,1
100,409,p:8609,MBA,MBA,Boston University,1981-01-01,8609,17037,17037,c:8609,2005-08-01,series-b,b,0.0,0.0,0.0,2,1,0
101,418,p:8073,BA,Modern Languages,Manchester University,1993-01-01,8073,2894,2894,c:8073,2007-07-01,angel,seed,0.0,0.0,0.0,0,1,1
102,420,p:787,BA,English & Psychology,University of Wisconsin-Madison,1993-01-01,787,1900,1900,c:787,2007-04-02,venture,unattributed,4500000.0,0.0,0.0,1,1,1
103,421,p:787,MPA,Telecom & New Media Policy,Columbia University,1998-01-01,787,1900,1900,c:787,2007-04-02,venture,unattributed,4500000.0,0.0,0.0,1,1,1
104,443,p:3790,BE,Electrical Engineering,Duke University,1994-01-01,3790,1922,1922,c:3790,2007-07-25,series-a,a,5000000.0,0.0,0.0,2,0,0
105,443,p:3790,BE,Electrical Engineering,Duke University,1994-01-01,3790,7466,7466,c:3790,2009-07-15,series-b,b,0.0,0.0,0.0,2,0,0
106,443,p:3790,BE,Electrical Engineering,Duke University,1994-01-01,3790,14202,14202,c:3790,2006-02-02,series-b,b,8600000.0,0.0,0.0,4,0,1
107,443,p:3790,BE,Electrical Engineering,Duke University,1994-01-01,3790,15707,15707,c:3790,2010-05-18,series-c+,c,8000000.0,0.0,0.0,3,1,0
108,444,p:3790,MBA,,Harvard University,1999-01-01,3790,1922,1922,c:3790,2007-07-25,series-a,a,5000000.0,0.0,0.0,2,0,0
109,444,p:3790,MBA,,Harvard University,1999-01-01,3790,7466,7466,c:3790,2009-07-15,series-b,b,0.0,0.0,0.0,2,0,0
110,444,p:3790,MBA,,Harvard University,1999-01-01,3790,14202,14202,c:3790,2006-02-02,series-b,b,8600000.0,0.0,0.0,4,0,1
111,444,p:3790,MBA,,Harvard University,1999-01-01,3790,15707,15707,c:3790,2010-05-18,series-c+,c,8000000.0,0.0,0.0,3,1,0
112,453,p:8902,BA,,Harvard University,1978-01-01,8902,8868,8868,c:8902,2009-09-28,venture,unattributed,16000000.0,0.0,0.0,2,0,0
113,453,p:8902,BA,,Harvard University,1978-01-01,8902,22282,22282,c:8902,2008-03-07,venture,unattributed,13104551.0,0.0,0.0,1,0,0
114,453,p:8902,BA,,Harvard University,1978-01-01,8902,22283,22283,c:8902,2011-04-04,venture,unattributed,10000000.0,0.0,0.0,2,0,0
115,453,p:8902,BA,,Harvard University,1978-01-01,8902,51835,51835,c:8902,2008-03-05,series-a,a,6500000.0,0.0,0.0,1,0,1
116,454,p:8902,MBA,,Harvard University,1984-01-01,8902,8868,8868,c:8902,2009-09-28,venture,unattributed,16000000.0,0.0,0.0,2,0,0
117,454,p:8902,MBA,,Harvard University,1984-01-01,8902,22282,22282,c:8902,2008-03-07,venture,unattributed,13104551.0,0.0,0.0,1,0,0
118,454,p:8902,MBA,,Harvard University,1984-01-01,8902,22283,22283,c:8902,2011-04-04,venture,unattributed,10000000.0,0.0,0.0,2,0,0
119,454,p:8902,MBA,,Harvard University,1984-01-01,8902,51835,51835,c:8902,2008-03-05,series-a,a,6500000.0,0.0,0.0,1,0,1
120,468,p:2461,LLB,Law,"Warwick University, UK",2000-01-01,2461,1576,1576,c:2461,2007-01-01,angel,angel,0.0,0.0,0.0,0,1,1
121,473,p:8848,"European Economics, European Law",BSc (Econ),"University of Wales, Cardiff",1991-01-01,8848,3030,3030,c:8848,2007-01-01,series-a,a,6000000.0,0.0,0.0,2,1,1
122,475,p:9020,BA,Journalism - Advertising,San Diego State University,1990-01-01,9020,6836,6836,c:9020,2009-06-22,angel,angel,400000.0,0.0,0.0,0,0,1
123,475,p:9020,BA,Journalism - Advertising,San Diego State University,1990-01-01,9020,12097,12097,c:9020,2010-02-16,venture,unattributed,47560.0,0.0,0.0,0,1,0
124,478,p:9050,BA,Archaeology & Social Anthropology,University of Cambridge,1988-01-01,9050,5311,5311,c:9050,2009-03-12,series-a,a,2000000.0,0.0,0.0,3,0,0
125,478,p:9050,BA,Archaeology & Social Anthropology,University of Cambridge,1988-01-01,9050,12961,12961,c:9050,2010-03-12,series-b,b,12000000.0,0.0,0.0,3,1,0
126,478,p:9050,BA,Archaeology & Social Anthropology,University of Cambridge,1988-01-01,9050,12989,12989,c:9050,2007-11-01,series-a,a,5200000.0,0.0,0.0,0,0,1
127,491,p:203,BS,Electrical and Computer Engineering,Carnegie Mellon University,1996-01-01,203,190,190,c:203,2006-11-07,series-a,a,7000000.0,0.0,0.0,3,0,0
128,491,p:203,BS,Electrical and Computer Engineering,Carnegie Mellon University,1996-01-01,203,340,340,c:203,2005-10-05,angel,seed,200000.0,0.0,0.0,2,0,1
129,495,p:904,BA,Economics,Claremont McKenna College,1992-01-01,904,656,656,c:904,2007-05-01,angel,angel,200000.0,0.0,0.0,1,0,1
130,495,p:904,BA,Economics,Claremont McKenna College,1992-01-01,904,6510,6510,c:904,2008-05-27,series-a,a,650000.0,0.0,0.0,1,1,0
131,496,p:904,JD,Law,"Stanford University, Law School",1995-01-01,904,656,656,c:904,2007-05-01,angel,angel,200000.0,0.0,0.0,1,0,1
132,496,p:904,JD,Law,"Stanford University, Law School",1995-01-01,904,6510,6510,c:904,2008-05-27,series-a,a,650000.0,0.0,0.0,1,1,0
133,497,p:2726,BA,Political Science,University of Michigan,1991-01-01,2726,1940,1940,c:2726,2007-04-15,angel,seed,0.0,0.0,0.0,6,0,1
134,497,p:2726,BA,Political Science,University of Michigan,1991-01-01,2726,1941,1941,c:2726,2008-04-02,series-b,b,6000000.0,0.0,0.0,6,0,0
135,497,p:2726,BA,Political Science,University of Michigan,1991-01-01,2726,6549,6549,c:2726,2009-06-08,venture,unattributed,634000.0,0.0,0.0,6,0,0
136,497,p:2726,BA,Political Science,University of Michigan,1991-01-01,2726,8699,8699,c:2726,2009-09-08,venture,unattributed,1500000.0,0.0,0.0,0,1,0
137,500,p:9260,MBA,,Wharton,2005-01-01,9260,8275,8275,c:9260,2012-03-07,series-a,seed,2000000.0,0.0,0.0,5,0,1
138,500,p:9260,MBA,,Wharton,2005-01-01,9260,34647,34647,c:9260,2013-01-07,series-a,a,14000000.0,0.0,0.0,3,1,0
139,501,p:9260,BS,Chemical Engineering,Rice University,1997-01-01,9260,8275,8275,c:9260,2012-03-07,series-a,seed,2000000.0,0.0,0.0,5,0,1
140,501,p:9260,BS,Chemical Engineering,Rice University,1997-01-01,9260,34647,34647,c:9260,2013-01-07,series-a,a,14000000.0,0.0,0.0,3,1,0
141,560,p:9539,Undergraduate degree,"Accounting, Finance, business law",University of Sydney,2004-01-01,9539,3163,3163,c:9539,2008-01-01,angel,seed,0.0,0.0,0.0,1,1,1
142,561,p:9539,Post-graduate diploma,"Financial reporting, audit & assurance, taxation, strategic business management, ethics",Institute of Chartered Accountants,2008-01-01,9539,3163,3163,c:9539,2008-01-01,angel,seed,0.0,0.0,0.0,1,1,1
143,571,p:9588,BS,Computer Science and Mathematics,Massachusetts Institute of Technology (MIT),1996-01-01,9588,3171,3171,c:9588,2008-09-01,angel,seed,0.0,0.0,0.0,1,1,1
144,577,p:9650,BBA,Entrepreneurship,Belmont University,2009-01-01,9650,27207,27207,c:9650,2012-01-04,angel,angel,750000.0,0.0,0.0,6,0,1
145,577,p:9650,BBA,Entrepreneurship,Belmont University,2009-01-01,9650,29606,29606,c:9650,2012-04-17,angel,angel,300000.0,0.0,0.0,2,0,0
146,577,p:9650,BBA,Entrepreneurship,Belmont University,2009-01-01,9650,30457,30457,c:9650,2012-06-01,angel,angel,1043000.0,0.0,0.0,3,0,0
147,577,p:9650,BBA,Entrepreneurship,Belmont University,2009-01-01,9650,35934,35934,c:9650,2013-03-01,series-a,a,6000000.0,0.0,0.0,6,1,0
148,580,p:9656,Degree,Computer Science,Stanford University,2002-01-01,9656,50766,50766,c:9656,2013-10-03,other,grant,1990000.0,0.0,0.0,0,1,1
149,581,p:9657,BS,"Physics, Math",Yale University,2002-01-01,9657,24378,24378,c:9657,2011-07-26,series-c+,d,8000000.0,0.0,0.0,4,0,1
150,581,p:9657,BS,"Physics, Math",Yale University,2002-01-01,9657,43088,43088,c:9657,2013-04-01,venture,unattributed,3000000.0,0.0,0.0,1,1,0
151,582,p:9657,MBA,Finance and Strategy,Yale University,2006-01-01,9657,24378,24378,c:9657,2011-07-26,series-c+,d,8000000.0,0.0,0.0,4,0,1
152,582,p:9657,MBA,Finance and Strategy,Yale University,2006-01-01,9657,43088,43088,c:9657,2013-04-01,venture,unattributed,3000000.0,0.0,0.0,1,1,0
153,583,p:9679,BA,English Literature,University of Puget Sound,1998-01-01,9679,16017,16017,c:9679,2010-05-20,series-c+,c,15005567.0,0.0,0.0,3,0,0
154,585,p:9702,BA,Economics,"University of California, Los Angeles (UCLA)",1986-01-01,9702,3193,3193,c:9702,2008-08-12,angel,seed,1250000.0,0.0,0.0,0,1,1
155,586,p:9702,MBA,Marketing and management,University of Pennsylvania,1988-01-01,9702,3193,3193,c:9702,2008-08-12,angel,seed,1250000.0,0.0,0.0,0,1,1
156,598,p:9745,BS,Computer Science,St. Michael's College,1986-01-01,9745,3206,3206,c:9745,2008-08-15,series-c+,c,3000000.0,0.0,0.0,3,0,0
157,598,p:9745,BS,Computer Science,St. Michael's College,1986-01-01,9745,12340,12340,c:9745,2007-02-20,series-b,b,6500000.0,0.0,0.0,3,0,1
158,598,p:9745,BS,Computer Science,St. Michael's College,1986-01-01,9745,35177,35177,c:9745,2013-01-30,venture,unattributed,0.0,0.0,0.0,1,1,0
159,598,p:9745,BS,Computer Science,St. Michael's College,1986-01-01,9745,42392,42392,c:9745,2012-10-23,series-c+,d,3769616.0,0.0,0.0,0,0,0
160,599,p:9745,MS,Computer Science,University of Wisconsin-Madison,1987-01-01,9745,3206,3206,c:9745,2008-08-15,series-c+,c,3000000.0,0.0,0.0,3,0,0
161,599,p:9745,MS,Computer Science,University of Wisconsin-Madison,1987-01-01,9745,12340,12340,c:9745,2007-02-20,series-b,b,6500000.0,0.0,0.0,3,0,1
162,599,p:9745,MS,Computer Science,University of Wisconsin-Madison,1987-01-01,9745,35177,35177,c:9745,2013-01-30,venture,unattributed,0.0,0.0,0.0,1,1,0
163,599,p:9745,MS,Computer Science,University of Wisconsin-Madison,1987-01-01,9745,42392,42392,c:9745,2012-10-23,series-c+,d,3769616.0,0.0,0.0,0,0,0
164,601,p:9740,BA,Marketing,Miami University Ohio,1989-01-01,9740,3908,3908,c:9740,2008-06-09,series-a,a,1600000.0,0.0,0.0,3,0,1
165,601,p:9740,BA,Marketing,Miami University Ohio,1989-01-01,9740,9408,9408,c:9740,2009-11-01,series-a,a,600000.0,0.0,0.0,5,1,0
166,606,p:9758,MSE,Electrical and Computer Engineering,John Hopkins University,2011-01-01,9758,3211,3211,c:9758,2008-01-03,angel,seed,250000.0,0.0,0.0,0,1,1
167,636,p:9793,MBA,,Pepperdine University,1999-01-01,9793,22927,22927,c:9793,2011-05-10,series-a,a,10000000.0,0.0,0.0,2,1,1
168,637,p:9793,BS,"Math, Computer Science",Bar Ilan University,1986-01-01,9793,22927,22927,c:9793,2011-05-10,series-a,a,10000000.0,0.0,0.0,2,1,1
169,643,p:1205,BA,,Brown University,1990-01-01,1205,842,842,c:1205,2006-12-01,series-a,a,8000000.0,0.0,0.0,2,0,0
170,643,p:1205,BA,,Brown University,1990-01-01,1205,11585,11585,c:1205,2010-01-27,venture,unattributed,2015719.0,0.0,0.0,0,1,0
171,643,p:1205,BA,,Brown University,1990-01-01,1205,15026,15026,c:1205,2006-10-02,series-a,a,1000000.0,0.0,0.0,2,0,1
172,646,p:4006,BS,Engineering,Harvey Mudd College,1989-01-01,4006,1966,1966,c:4006,2007-11-13,series-a,a,4000000.0,0.0,0.0,1,0,1
